CODE;COUNTRY;SUB-CHAPTER;TITLE;UNIT;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;
EU28.1.0.0.0.UDGG;European Union;01 Based on ESA 2010;General government consolidated gross debt :- Excessive deficit procedure (based on ESA 2010) ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5860.63;6033.12;6205.23;6470.18;6853.37;7217.90;7453.38;7557.73;8021.61;9115.20;10241.31;10923.29;11590.22;11979.70;12498.95;12850.05;12787.57;12886.30;13023.90;13209.59;13423.79;13675.80                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
EU27.1.0.0.0.UDGG;European Union excluding UK;01 Based on ESA 2010;General government consolidated gross debt :- Excessive deficit procedure (based on ESA 2010) ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5214.69;5396.11;5579.58;5838.06;6134.71;6411.55;6564.67;6680.31;7197.50;8011.95;8853.75;9332.51;9844.36;10180.74;10438.52;10579.83;10764.82;10872.49;10968.98;11071.67;11210.26;11401.67                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
EU15.1.0.0.0.UDGG;European Union (15 countries);01 Based on ESA 2010;General government consolidated gross debt :- Excessive deficit procedure (based on ESA 2010) ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5694.82;5834.94;5993.64;6252.65;6598.41;6938.72;7147.56;7224.54;7672.46;8703.70;9764.87;10431.82;11036.83;11401.17;11922.00;12247.61;12164.55;12240.34;12368.88;12528.47;12721.90;12943.62                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
EA19.1.0.0.0.UDGG;Euro area;01 Based on ESA 2010;General government consolidated gross debt :- Excessive deficit procedure (based on ESA 2010) ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4070.59;4359.67;4431.63;4583.20;4715.66;4847.86;5001.66;5167.56;5421.24;5678.35;5941.27;6080.09;6191.64;6700.29;7439.98;8198.48;8658.19;9114.98;9428.80;9674.28;9791.27;9968.40;10060.44;10161.22;10260.77;10383.60;10546.41                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
EA12.1.0.0.0.UDGG;Euro area (12 countries);01 Based on ESA 2010;General government consolidated gross debt :- Excessive deficit procedure (based on ESA 2010) ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4058.56;4344.18;4413.02;4563.24;4689.60;4818.50;4968.78;5133.25;5384.46;5637.98;5900.63;6036.90;6146.32;6650.02;7374.54;8121.70;8570.72;9012.86;9314.20;9552.22;9666.08;9841.40;9931.51;10029.58;10125.68;10246.93;10408.16                                                                                                                                                                                                                                                                                                                                                                                                                                                      
BEL.1.0.0.0.UDGG;Belgium;01 Based on ESA 2010;General government consolidated gross debt :- Excessive deficit procedure (based on ESA 2010) ;Mrd EURO-BEF;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;276.2534;276.3490;278.4066;277.1586;279.4351;280.9600;286.0550;288.1110;285.8670;288.4190;294.9750;297.4950;300.0640;327.6830;347.2240;364.1320;389.1070;404.7520;414.4320;431.1590;438.2330;451.3960;454.2930;460.0390;470.0706;484.3154;500.8408                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
BGR.1.0.0.0.UDGG;Bulgaria;01 Based on ESA 2010;General government consolidated gross debt :- Excessive deficit procedure (based on ESA 2010) ;Mrd BGN;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18.31420;17.84850;18.86860;19.87220;19.98800;17.37690;15.89300;14.72040;12.49800;11.18920;10.35970;9.48080;9.99710;11.45340;12.29070;13.70030;13.97810;22.72360;23.21750;27.86000;25.90780;24.43080;25.10315;25.01365;24.78689                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
CZE.1.0.0.0.UDGG;Czechia;01 Based on ESA 2010;General government consolidated gross debt :- Excessive deficit procedure (based on ESA 2010) ;Mrd CZK;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;216.645;211.777;240.341;300.976;342.083;405.418;585.615;695.133;795.347;873.760;910.309;973.153;1054.684;1136.819;1319.064;1480.165;1606.492;1805.429;1840.412;1819.098;1836.255;1754.883;1749.532;1734.720;1764.371;1801.432;1835.970                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
DNK.1.0.0.0.UDGG;Denmark;01 Based on ESA 2010;General government consolidated gross debt :- Excessive deficit procedure (based on ESA 2010) ;Mrd DKK;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;694.6950;665.3040;692.1750;663.0620;664.9890;593.3520;530.7430;475.5040;600.1270;691.9880;771.2350;850.8620;850.7460;849.9380;877.0670;809.9340;781.2300;772.8620;759.2860;759.5657;767.1759;779.9251                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
DEU.1.0.0.0.UDGG;Germany;01 Based on ESA 2010;General government consolidated gross debt :- Excessive deficit procedure (based on ESA 2010) ;Mrd EURO-DEM;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1040.187;1110.441;1154.463;1199.284;1238.568;1245.750;1258.694;1312.355;1400.121;1470.360;1541.097;1590.959;1599.568;1668.517;1785.141;2112.595;2149.489;2227.419;2213.009;2215.168;2185.113;2168.989;2118.963;2069.007;2027.350;2005.188;1997.531                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
EST.1.0.0.0.UDGG;Estonia;01 Based on ESA 2010;General government consolidated gross debt :- Excessive deficit procedure (based on ESA 2010) ;Mrd EURO-EEK;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.227500;0.275400;0.314400;0.302300;0.348000;0.315600;0.333400;0.442900;0.489700;0.499900;0.533100;0.628100;0.617500;0.749400;1.023100;0.981900;1.027400;1.762500;1.934200;2.129900;2.077400;2.216300;2.219200;2.174200;2.403182;2.448805;2.513346                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
IRL.1.0.0.0.UDGG;Ireland;01 Based on ESA 2010;General government consolidated gross debt :- Excessive deficit procedure (based on ESA 2010) ;Mrd EURO-IEP;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;43.0607;42.0639;42.7354;41.3527;43.2129;39.0963;40.5384;41.5384;43.5598;44.0558;44.3790;43.6925;47.1479;79.6210;104.6855;144.2299;189.7268;210.0363;215.3520;203.3780;201.6541;200.7085;201.3630;205.9776;203.4309;195.3580;199.7537                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
GRC.1.0.0.0.UDGG;Greece;01 Based on ESA 2010;General government consolidated gross debt :- Excessive deficit procedure (based on ESA 2010) ;Mrd EURO-GRD;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;92.1240;104.4130;114.0830;122.0370;132.3260;148.2170;162.9710;171.4100;181.5100;199.2820;213.9760;225.7300;239.9150;264.7750;301.0620;330.5700;356.2350;305.0850;320.4980;319.6290;311.7290;315.0090;317.4840;334.7210;332.0278;331.1146;330.4083                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
ESP.1.0.0.0.UDGG;Spain;01 Based on ESA 2010;General government consolidated gross debt :- Excessive deficit procedure (based on ESA 2010) ;Mrd EURO-ESP;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;283.457;319.976;333.627;346.417;362.223;374.557;378.883;384.145;382.775;389.888;393.479;392.132;384.662;440.621;569.535;649.153;743.043;889.909;977.312;1039.388;1070.080;1104.554;1145.098;1173.303;1201.044;1234.427;1261.412                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
FRA.1.0.0.0.UDGG;France;01 Based on ESA 2010;General government consolidated gross debt :- Excessive deficit procedure (based on ESA 2010) ;Mrd EURO-FRF;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;683.523;751.340;794.088;829.352;847.555;870.626;897.446;956.794;1050.356;1123.615;1189.919;1194.106;1252.867;1370.326;1607.983;1701.122;1807.957;1892.540;1977.734;2039.884;2101.255;2188.481;2258.656;2315.266;2390.525;2450.181;2516.667                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
HRV.1.0.0.0.UDGG;Croatia;01 Based on ESA 2010;General government consolidated gross debt :- Excessive deficit procedure (based on ESA 2010) ;Mrd HRK;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;63.9831;70.9839;77.6754;88.7946;101.1740;111.4063;114.0892;120.5736;136.2009;160.9737;190.0319;214.4880;231.7606;268.9074;280.7612;286.7958;284.3230;285.8417;286.1163;285.7322;285.6082;285.4107                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ITA.1.0.0.0.UDGG;Italy;01 Based on ESA 2010;General government consolidated gross debt :- Excessive deficit procedure (based on ESA 2010) ;Mrd EURO-ITL;4.032;4.283;4.643;4.990;5.469;6.140;7.837;8.588;10.025;11.284;13.087;16.146;20.108;25.780;32.404;41.899;52.318;62.460;79.092;94.801;114.066;142.427;181.568;232.386;286.744;347.593;404.336;463.083;524.528;591.619;667.848;755.011;849.921;959.714;1069.415;1151.539;1213.535;1239.878;1258.223;1285.054;1353.522;1419.964;1436.097;1471.273;1526.321;1591.537;1657.310;1677.376;1738.315;1838.883;1920.305;1973.121;2055.061;2135.821;2202.819;2239.304;2285.254;2328.697;2380.306;2420.671;2464.661;2519.134                                                                                                                                                                                                                                                                                                                    
CYP.1.0.0.0.UDGG;Cyprus;01 Based on ESA 2010;General government consolidated gross debt :- Excessive deficit procedure (based on ESA 2010) ;Mrd EURO-CYP;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.67400;3.92090;4.44010;4.95190;5.33720;5.90520;6.54440;7.18790;8.20010;8.97430;9.40280;9.48170;9.46190;8.65870;10.13910;10.95380;13.05800;15.61850;18.70640;19.01370;19.16390;19.50930;18.81400;21.25630;20.69647;20.17627;19.54860                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
